order_id,customer_id,order_date,product,category,quantity,amount,status
158,C56ADEC0bD0adc0,2026-03-01,Sneakers,Clothing,4,867.07,delivered
159,Bc59dF90DaDa3Ed,2025-03-10,Jeans,Clothing,3,2409.65,paid
160,EDbbaDeaEd45cf8,2025-05-12,Monitor,Electronics,1,2993.19,shipped
161,C4DbBfdC75C5CAd,2024-09-14,Machine Learning,Books,3,1861.46,cancelled
162,b17b37EAA92fC77,2026-01-22,T-Shirt,Clothing,4,2422.95,cancelled
163,0040eb3dC6ee5b6,2025-05-14,Jeans,Clothing,5,2748.2,delivered
164,6E97F086F1A0ee9,2024-09-01,SQL Guide,Books,4,358.44,delivered
165,db9cc905DF6557D,2025-10-17,Headphones,Electronics,3,855.41,delivered
166,A6fbc6b7FFaf8d2,2026-04-11,Keyboard,Electronics,1,2682.3,shipped
167,4F686efd5bfeF8f,2024-07-03,Monitor,Electronics,4,809.73,created
168,eEA25ed933AE3cA,2024-11-21,Keyboard,Electronics,1,1838.3,shipped
169,12F7144A14f04DB,2025-09-23,SQL Guide,Books,5,121.99,created
170,c3eA0acFd9964aa,2025-11-13,Laptop,Electronics,2,866.58,paid
171,cDE9Ddc1bF5F9A7,2024-12-22,Headphones,Electronics,4,307.03,shipped
172,B79CA25cebB2a04,2025-08-24,T-Shirt,Clothing,5,575.58,delivered
173,1C7BAC2eDC55be2,2026-02-04,Python Book,Books,1,2661.99,cancelled
174,b21EBC6b6EBf3CD,2024-11-13,Machine Learning,Books,2,228.8,created
175,9F5AbAc768F9479,2025-03-30,T-Shirt,Clothing,5,2553.86,created
176,81Ee2fa7C41adA0,2024-05-23,Jeans,Clothing,4,2444.88,cancelled
177,061e47aCDEfB6Fa,2024-06-01,T-Shirt,Clothing,1,2028.11,paid
178,adCcADcfeb6fb4f,2025-04-11,Machine Learning,Books,1,2505.85,paid
179,9ABB55c97A3c4B4,2025-06-20,Python Book,Books,5,2479.41,paid
180,CDCFDb936C3dAf1,2026-04-09,SQL Guide,Books,3,398.16,delivered
181,553A09E25c4baa1,2024-10-14,Data Engineering,Books,4,1528.53,delivered
182,001Cdd6C1363a9c,2025-11-12,Sneakers,Clothing,5,334.23,cancelled
183,31398354B7d892B,2024-06-05,Machine Learning,Books,5,22.83,cancelled
184,Eb06B7B0c9EFDDe,2024-09-03,SQL Guide,Books,1,2541.62,delivered
185,8b51A6E136ddd88,2024-10-09,SQL Guide,Books,3,540.6,cancelled
186,37B72800600061A,2024-05-16,Python Book,Books,4,1807.19,paid
187,071D6e16d6FBfcb,2025-11-01,Machine Learning,Books,1,851.26,created
188,3D32E5B3b4E3acD,2025-08-06,Headphones,Electronics,5,34.35,created
189,f914B5197760d50,2025-12-03,Monitor,Electronics,4,2375.26,cancelled
190,D84E3A5a8fc42fC,2025-05-26,Jeans,Clothing,4,2121.5,shipped
191,FCdc3487d6eaAfA,2025-10-23,Data Engineering,Books,2,966.73,paid
192,CCaAabbACB3F7D2,2024-07-30,Jeans,Clothing,3,1439.65,created
193,2D5Fda35a4C55EA,2026-03-19,Keyboard,Electronics,2,2102.86,delivered
194,89A0AAE32a3d5fd,2025-07-05,Python Book,Books,5,1444.61,cancelled
195,EAA7B0dE9Bca98e,2024-08-20,Monitor,Electronics,1,192.63,delivered
196,dd63aD1DD600cAe,2024-06-05,Sneakers,Clothing,2,1066.52,delivered
197,9F9A70025e11c5f,2024-05-10,Headphones,Electronics,2,605.66,cancelled
198,88BdE4899d0F282,2026-03-05,Python Book,Books,2,1218.35,shipped
199,b20c060718d87D9,2024-07-15,SQL Guide,Books,5,92.61,shipped
200,A2Db859935fF14B,2025-12-11,Machine Learning,Books,1,2360.93,paid
201,AD511Fe1d8e68F1,2025-08-02,Keyboard,Electronics,4,1206.9,created
202,7225aDeCE6ABeB5,2026-01-06,Monitor,Electronics,1,2597.53,delivered
203,ecE1B06f9DbD1Dc,2026-04-06,SQL Guide,Books,2,2498.19,shipped
204,D50E951D6b07fF7,2025-12-11,Sneakers,Clothing,5,677.6,shipped
205,392C6E3eaAaF03A,2025-11-15,Monitor,Electronics,3,237.49,cancelled
206,d483c3e681Aa662,2025-05-07,Jeans,Clothing,2,2548.93,shipped
207,6c95BcD7A5EB0A7,2025-12-15,Keyboard,Electronics,3,1810.09,cancelled
208,eB5C5DBdD3eE8c1,2025-08-26,Data Engineering,Books,2,1221.48,shipped
209,503493900209082,2024-07-14,Jeans,Clothing,4,704.59,created
210,3D51eBd732C70E3,2025-05-14,Keyboard,Electronics,2,2996.92,cancelled
211,781f86D74A9D93D,2024-08-10,Python Book,Books,5,358.58,shipped
212,af86F8d4CDA7ad9,2026-04-22,Headphones,Electronics,2,1776.42,paid
213,2DCB10f519CbFEB,2025-09-29,Keyboard,Electronics,1,2105.57,paid
214,EA715ACF1C3DbB7,2026-02-26,Laptop,Electronics,5,867.27,paid
215,36ea59BD728Af20,2025-11-14,Monitor,Electronics,4,2451.69,created
216,4C6ee3e5fe3D9c1,2024-05-20,T-Shirt,Clothing,4,225.93,paid
217,c0F0fbCE2ADebae,2025-12-08,Jeans,Clothing,5,1335.83,delivered
218,a3Ab6cC7bfC732d,2025-03-15,Machine Learning,Books,5,2350.33,shipped
219,F8f2139E03FaFc8,2025-05-14,Laptop,Electronics,2,889.2,created
220,71bEaCdCcCDafBC,2025-11-10,Python Book,Books,1,108.44,shipped
221,b165f6148CB8EdA,2024-09-08,iPhone,Electronics,2,325.86,created
222,Cb2DF8b90dED1Eb,2025-10-30,Machine Learning,Books,3,1496.59,delivered
223,DCEDA0AAd398E71,2025-05-20,iPhone,Electronics,2,982.95,shipped
224,1acaB1C0BcAb9B1,2025-01-22,Keyboard,Electronics,1,1247.94,paid
225,b3bEf5f134cB162,2024-10-21,Sneakers,Clothing,3,1705.78,cancelled
226,c200CfaC1fb16fE,2025-03-10,T-Shirt,Clothing,1,64.76,cancelled
227,915b84cc68cBDca,2025-05-26,Data Engineering,Books,2,686.37,shipped
228,0aA8c9eD7eA81DC,2025-01-17,Keyboard,Electronics,5,1661.97,cancelled
229,a2dd9b1Ca944cD3,2025-12-26,Sneakers,Clothing,5,550.16,created
230,a152996EDEC59ad,2024-11-26,Data Engineering,Books,4,525.79,paid
231,AAEac12d7bC8c71,2025-09-26,Machine Learning,Books,2,239.53,cancelled
232,BbeACa829CDBf59,2024-05-10,Jeans,Clothing,2,461.96,paid
233,D9BECc77cb97AeD,2024-11-28,Jeans,Clothing,2,2302.24,created
234,bAABecF8B137fFd,2025-12-26,Data Engineering,Books,2,34.07,cancelled
235,D0FD51298eb45c9,2024-11-08,Jacket,Clothing,2,2187.91,cancelled
236,0B3A32cAa8cB62d,2024-06-22,Headphones,Electronics,4,1231.48,paid
237,aeafd54A8fFb62E,2024-10-13,T-Shirt,Clothing,3,1432.56,created
238,E0a4F2C8a0DF772,2024-08-23,SQL Guide,Books,3,2660.58,paid
239,A6D6d52dB7bC836,2025-04-04,iPhone,Electronics,1,2479.95,delivered
240,8cCDb024fa6Bcd2,2024-10-28,Keyboard,Electronics,1,2854.89,shipped
241,CFf1A4b87667F1F,2024-09-02,Data Engineering,Books,1,1572.64,created
242,fa84CE3C4Ce73eA,2025-02-18,Headphones,Electronics,1,1717.3,created
243,dB2fe5acC794DBD,2024-06-14,Data Engineering,Books,3,2196.43,created
244,5f3652DED09AE2F,2025-10-13,SQL Guide,Books,3,1186.99,paid
245,9ade82bF80D212B,2024-09-20,Python Book,Books,2,773.63,paid
246,EbdEbb8d7FbDB61,2025-04-04,Machine Learning,Books,1,1413.85,paid
247,199D50bCc055a7B,2024-11-24,Python Book,Books,2,956.31,created
248,0BDD440D0fFC5Db,2026-03-24,Sneakers,Clothing,4,766.33,created
249,5Fa0Efe7C0DdDBA,2025-05-06,Headphones,Electronics,3,13.23,created
250,8ff952fAbcdbAef,2025-12-25,Sneakers,Clothing,1,2387.0,cancelled
251,aE9290Ec9B659d4,2026-02-10,Data Engineering,Books,1,1043.86,delivered
252,F11753F547E5f67,2024-10-22,Jeans,Clothing,1,2879.63,cancelled
253,CdcCC0Ea42bB0eF,2025-09-21,Jacket,Clothing,2,1178.79,paid
254,1b29BeaEdD8Ac01,2026-04-13,Jacket,Clothing,4,770.22,created
255,5Ee652E97E6FD15,2026-02-10,Sneakers,Clothing,3,517.97,paid
256,Ebe6C2dbcEE9525,2024-08-29,Python Book,Books,3,435.55,shipped
257,210C0B7CE0E41aa,2025-03-27,SQL Guide,Books,1,218.01,delivered
258,74a1f1C71eFDbca,2026-03-16,Data Engineering,Books,1,2930.47,shipped
259,A6097B9E4cDeeA6,2024-09-21,Python Book,Books,3,1934.08,paid
260,0bf0c46F8F1EFF3,2024-07-11,Laptop,Electronics,5,172.85,shipped
261,ebcc62D7D0a1B8E,2026-04-15,Jacket,Clothing,4,739.63,delivered
262,1D250C24a3e4cab,2024-09-03,Monitor,Electronics,1,1665.02,shipped
263,005fce1735cfAEF,2025-10-16,Python Book,Books,2,1335.67,delivered
264,20cFbBcdC7776e3,2025-07-22,Jacket,Clothing,1,1821.18,paid
265,835C3D8e6d0eCD7,2024-06-15,Sneakers,Clothing,1,1717.84,paid
266,5254A2eDa6DcC9e,2026-04-11,Data Engineering,Books,1,2224.96,shipped
267,31C49A72AE29f61,2025-02-26,Python Book,Books,1,539.83,paid
268,dEcab1E2eA59b78,2025-05-05,Laptop,Electronics,3,624.98,shipped
269,15Aa41E36B899cB,2024-09-16,Monitor,Electronics,4,835.69,shipped
270,B6aEF8D8DC0EADA,2025-03-17,Machine Learning,Books,5,1097.37,delivered
271,0BfeAfd1Afcc3E5,2024-09-23,iPhone,Electronics,5,1148.89,cancelled
272,9847659b6Eda0AA,2024-09-30,T-Shirt,Clothing,3,2290.65,created
273,cdaC1aa69eCff71,2024-05-10,Sneakers,Clothing,5,2557.12,paid
274,7F85BF8060019BE,2025-05-29,SQL Guide,Books,4,2106.96,paid
275,6b40F75Cb3EAFcD,2024-12-27,iPhone,Electronics,3,991.95,cancelled
276,f797a63Da4dEf5b,2025-01-28,Laptop,Electronics,2,558.71,delivered
277,dfAe94820f3b743,2024-08-01,Monitor,Electronics,5,2901.68,shipped
278,B5FDB5b7cf71CF9,2025-09-27,Jacket,Clothing,1,1594.61,paid
279,330789a0c52fD71,2025-10-13,Sneakers,Clothing,3,1294.4,shipped
280,823A2abEBf0fB0b,2025-09-03,SQL Guide,Books,4,180.59,paid
281,DB413feCfBea0F8,2024-11-05,Jeans,Clothing,5,1854.38,delivered
282,cCd05DC4da7efd1,2024-07-21,Monitor,Electronics,4,1340.68,paid
283,aD21Bb5c5Fc4eAf,2025-12-18,Data Engineering,Books,4,747.02,created
284,Bd7316bE5df36aB,2025-09-07,T-Shirt,Clothing,2,226.39,shipped
285,440Ef2c7560E8ba,2025-07-25,Monitor,Electronics,1,2590.33,delivered
286,F8Adc7FDC45Fc50,2024-11-01,Machine Learning,Books,5,1234.04,paid
287,Fc82d9559Af3C2d,2025-07-10,Headphones,Electronics,3,359.1,paid
288,406F7Ac1Caabf9C,2025-12-11,Machine Learning,Books,1,1487.72,delivered
289,acA97EC578E5e7F,2025-05-29,iPhone,Electronics,2,660.6,cancelled
290,a73feD4dc70CdCb,2026-01-15,Sneakers,Clothing,4,1940.24,cancelled
291,D7CCe7F6EE62169,2025-10-09,T-Shirt,Clothing,2,1542.05,delivered
292,649aBcbFb1debbC,2024-12-20,SQL Guide,Books,2,2870.42,paid
293,6d524d7bd64C0ae,2026-01-21,SQL Guide,Books,5,744.1,cancelled
294,dbB9dafc1D1325C,2024-11-16,Jacket,Clothing,1,91.05,paid
295,BCe4C0C1C2F2bdf,2024-08-05,Data Engineering,Books,2,89.69,cancelled
296,9Db30E73abD4AE8,2025-04-04,Machine Learning,Books,5,702.72,paid
297,AF87b9a8Ee93a8e,2024-05-30,SQL Guide,Books,5,186.86,cancelled
298,De41C84a1bb8feB,2024-07-31,SQL Guide,Books,5,2856.07,created
299,b41faBCEE0353cD,2025-06-25,Python Book,Books,3,911.6,delivered
300,e8a1d8ec930b267,2025-11-27,Laptop,Electronics,5,1929.14,shipped
301,17BA1834C7eAACC,2024-08-06,Jacket,Clothing,1,600.82,shipped
302,cC1cbb56Eb83C6D,2024-07-16,iPhone,Electronics,4,837.25,shipped
303,cB9Db7cFfFFBFFc,2025-02-02,Machine Learning,Books,1,2332.12,paid
304,f4c9Dc2d66B7Cd9,2024-07-23,Machine Learning,Books,1,2316.52,shipped
305,92CE509BF76D951,2026-02-24,Headphones,Electronics,4,884.06,delivered
306,C02Eda00221ad6d,2024-10-24,Machine Learning,Books,1,591.2,cancelled
307,44DE18c4D32ABfF,2026-02-06,Python Book,Books,4,699.69,shipped
308,001bD934eD2f3FE,2025-08-22,Python Book,Books,5,2324.22,delivered
309,8bb66a2bD9BFfF2,2024-06-03,Jacket,Clothing,1,1440.25,created
310,4DFff52dB4B5C77,2026-04-24,Machine Learning,Books,4,2467.03,shipped
311,0BDaE588FD2E6B2,2025-09-09,Data Engineering,Books,2,62.75,created
312,C61b5dec618D9a4,2025-11-04,Monitor,Electronics,5,650.03,shipped
313,fe73A889402CE71,2026-03-05,Machine Learning,Books,1,1306.92,paid
314,d8FECBfC99Dd2D1,2025-05-28,Monitor,Electronics,3,2443.69,paid
315,cf093fB43BfA1F1,2025-11-17,Keyboard,Electronics,1,508.76,paid
316,abb92db892658cF,2026-04-09,Monitor,Electronics,3,1549.32,cancelled
317,83ce5FDDE3d9877,2025-11-08,Python Book,Books,4,2294.24,created
318,AD92BfB7dAEaaf7,2025-12-16,Laptop,Electronics,1,574.85,created
319,2EDC29Dbc9e2C15,2026-03-12,iPhone,Electronics,5,508.61,cancelled
320,679EdAabd6f2f5A,2025-05-30,Jacket,Clothing,4,1517.61,created
321,5E1AFf3544d673E,2025-02-11,Data Engineering,Books,4,2002.51,delivered
322,BF76F8DEf9cDFfc,2026-01-20,SQL Guide,Books,4,2624.38,delivered
323,AFAf44B1B1Bc395,2026-04-15,Data Engineering,Books,2,1956.48,created
324,EB9B26Ec0F61A98,2025-11-14,Laptop,Electronics,2,810.46,created
325,1D1A9ebbdCF3dDb,2025-11-16,Jacket,Clothing,5,857.62,created
326,91dDBef6B5eBD5e,2026-02-27,Machine Learning,Books,1,2833.21,created
327,455Ca4134FD9e21,2026-01-12,Jeans,Clothing,4,377.03,cancelled
